"date","open","close","low","high","volume","count","amount"
"2025-03-15 20:30:00",1928.510000000,1927.890000000,1926.790000000,1929.930000000,"170232.566869",86,"88.27850214341267"
"2025-03-15 21:00:00",1922.760000000,1926.260000000,1922.760000000,1926.930000000,"108654.375988",69,"56.42486889718402"
"2025-03-15 21:30:00",1927.270000000,1931.510000000,1925.770000000,1932.850000000,"245064.790346",219,"126.91034240963975"
"2025-03-15 22:00:00",1930.020000000,1926.330000000,1926.260000000,1930.020000000,"78350.6635356",146,"40.64068574400113"
"2025-03-15 22:30:00",1925.310000000,1927.450000000,1922.580000000,1927.690000000,"296073.584268",149,"153.7792"
"2025-03-15 23:00:00",1926.470000000,1931.790000000,1926.470000000,1931.790000000,"85898.796428",48,"44.51997125125831"
"2025-03-15 23:30:00",1934.340000000,1938.090000000,1931.140000000,1939.060000000,"584491.8720726",337,"302.03594425292437"
"2025-03-16 00:00:00",1937.400000000,1935.440000000,1934.880000000,1938.260000000,"1469111.6442037",613,"758.6805289353348"
"2025-03-16 00:30:00",1935.320000000,1944.770000000,1933.380000000,1945.000000000,"641762.39600675",380,"330.933136937515"
"2025-03-16 01:00:00",1937.690000000,1935.960000000,1935.620000000,1938.500000000,"148057.59380003",103,"76.41621169155431"
"2025-03-16 01:30:00",1945.430000000,1937.860000000,1936.140000000,1946.180000000,"1226664.34683386",501,"631.922031705448"
"2025-03-16 02:00:00",1939.900000000,1941.610000000,1939.610000000,1944.950000000,"1836238.12379412",737,"944.9794392236203"
"2025-03-16 02:30:00",1938.470000000,1933.270000000,1930.140000000,1939.600000000,"996727.79188748",475,"514.9175422206442"
"2025-03-16 03:00:00",1932.310000000,1931.880000000,1928.510000000,1932.310000000,"276589.635418",179,"143.31276272958272"
"2025-03-16 03:30:00",1932.350000000,1935.170000000,1929.130000000,1935.330000000,"342145.995497",261,"177.1035834946078"
"2025-03-16 04:00:00",1936.880000000,1946.820000000,1936.880000000,1948.900000000,"829715.83551762",475,"426.533166638594"
"2025-03-16 04:30:00",1944.220000000,1943.540000000,1941.010000000,1944.860000000,"255372.050437",187,"131.42774408017763"
"2025-03-16 05:00:00",1943.810000000,1940.020000000,1939.920000000,1946.440000000,"181968.587344",167,"93.60361680359706"
"2025-03-16 05:30:00",1943.710000000,1950.620000000,1943.710000000,1957.060000000,"723266.99677132",606,"370.75737852199586"
"2025-03-16 06:00:00",1950.610000000,1948.410000000,1947.500000000,1954.070000000,"348469.89476004",250,"178.55580200474753"
"2025-03-16 06:30:00",1944.580000000,1943.360000000,1939.000000000,1946.160000000,"302842.6107",230,"155.88037425873233"
"2025-03-16 07:00:00",1943.600000000,1939.510000000,1938.000000000,1944.580000000,"313652.823584",289,"161.51263463947296"
"2025-03-16 07:30:00",1939.370000000,1938.080000000,1938.080000000,1941.810000000,"441681.18231524",171,"227.76470869983075"
"2025-03-16 08:00:00",1937.000000000,1940.160000000,1933.680000000,1940.160000000,"228641.46462887",213,"118.07580751068225"
"2025-03-16 08:30:00",1938.650000000,1933.230000000,1931.400000000,1940.470000000,"316903.08061",340,"163.6977"
"2025-03-16 09:00:00",1932.030000000,1929.900000000,1928.990000000,1934.020000000,"1051369.017029",316,"544.3624638387404"
"2025-03-16 09:30:00",1928.840000000,1924.590000000,1921.380000000,1928.840000000,"748817.659944",400,"388.864"
"2025-03-16 10:00:00",1922.150000000,1918.430000000,1916.360000000,1923.890000000,"637202.340654",362,"331.98973808700526"
"2025-03-16 10:30:00",1923.140000000,1923.990000000,1922.320000000,1927.370000000,"102727.73872174",110,"53.38237800286362"
"2025-03-16 11:30:00",1927.780000000,1927.570000000,1927.080000000,1930.240000000,"289703.95087011",164,"150.2187760689435"
"2025-03-16 12:30:00",1926.730000000,1926.920000000,1923.280000000,1926.970000000,"144494.394279",126,"75.0616"
"2025-03-16 13:30:00",1932.140000000,1929.030000000,1928.900000000,1933.470000000,"316876.527671",169,"164.0779513462408"
"2025-03-16 14:30:00",1930.030000000,1931.470000000,1930.030000000,1933.750000000,"78784.61784529",99,"40.78195756346378"
"2025-03-16 15:30:00",1923.810000000,1926.040000000,1923.810000000,1928.210000000,"177009.64928345",194,"91.86301421932576"
"2025-03-16 16:30:00",1920.530000000,1922.280000000,1918.890000000,1922.750000000,"273943.81412887",236,"142.5979203010848"
"2025-03-16 17:00:00",1922.720000000,1918.190000000,1917.290000000,1923.030000000,"552045.521247",370,"287.62302137201436"
"2025-03-16 17:30:00",1915.990000000,1907.670000000,1905.280000000,1917.150000000,"879632.189259",665,"460.5290114034709"
"2025-03-16 18:00:00",1907.500000000,1907.470000000,1906.400000000,1913.490000000,"343871.29712871",344,"179.95054963446617"
"2025-03-16 18:30:00",1906.520000000,1907.640000000,1904.980000000,1909.620000000,"402842.34099893",261,"211.2047166326763"
"2025-03-16 19:00:00",1905.430000000,1881.750000000,1871.070000000,1905.430000000,"5086470.688120944",2486,"2697.227585671599"
"2025-03-16 19:30:00",1879.280000000,1872.380000000,1867.340000000,1880.980000000,"3274806.47512113",1333,"1748.7449076459893"
"2025-03-16 20:00:00",1874.390000000,1881.220000000,1873.650000000,1882.150000000,"2696746.06226072",623,"1436.9665105272843"
"2025-03-16 20:30:00",1888.490000000,1884.100000000,1879.690000000,1888.490000000,"810326.71620452",435,"430.11316422279583"
"2025-03-16 21:00:00",1881.080000000,1885.610000000,1879.960000000,1895.230000000,"2753175.248589",654,"1459.3922567753484"
"2025-03-16 21:30:00",1888.890000000,1879.030000000,1874.700000000,1892.490000000,"620162.97830779",561,"329.71901483965246"
"2025-03-16 22:00:00",1879.280000000,1887.190000000,1879.280000000,1887.690000000,"709543.77761517",513,"376.75437762574967"
"2025-03-16 22:30:00",1886.490000000,1894.760000000,1881.410000000,1896.300000000,"591437.16590858",525,"313.09545885536187"
"2025-03-16 23:00:00",1896.930000000,1890.640000000,1888.600000000,1898.320000000,"816376.0510102",476,"431.03060809492433"
"2025-03-16 23:30:00",1889.190000000,1895.760000000,1888.230000000,1897.040000000,"664124.28008092",275,"350.6269185776393"
"2025-03-17 00:00:00",1894.320000000,1915.260000000,1893.400000000,1924.100000000,"3388855.38075476",1984,"1772.9927386118259"
"2025-03-17 00:30:00",1913.390000000,1912.010000000,1906.150000000,1915.670000000,"428258.540405",389,"224.10441029323806"
"2025-03-17 01:00:00",1906.460000000,1911.750000000,1906.200000000,1916.360000000,"640837.818206",463,"334.93972187303444"
"2025-03-17 01:30:00",1907.240000000,1908.880000000,1903.200000000,1910.490000000,"815073.553821",354,"427.30209577650453"
"2025-03-17 02:00:00",1910.370000000,1902.410000000,1897.710000000,1910.370000000,"697344.51845224",375,"366.9858965570714"
"2025-03-17 02:30:00",1903.150000000,1893.710000000,1892.640000000,1903.990000000,"425413.78151397",296,"224.1682037163052"
"2025-03-17 03:00:00",1895.750000000,1875.330000000,1860.760000000,1896.490000000,"3126354.09040189",2285,"1669.7911585016677"
"2025-03-17 03:30:00",1878.330000000,1879.970000000,1872.460000000,1882.020000000,"882867.771686",544,"470.04696239379643"
"2025-03-17 05:30:00",1896.450000000,1888.000000000,1884.310000000,1896.450000000,"855921.39377943",403,"453.0185410856493"
"2025-03-17 06:00:00",1889.190000000,1885.680000000,1876.340000000,1890.920000000,"1131056.96028",642,"600.7663836172015"
"2025-03-17 06:30:00",1886.480000000,1882.620000000,1877.880000000,1886.880000000,"388418.38399539",199,"206.19649243231422"
"2025-03-17 07:00:00",1874.000000000,1879.130000000,1870.560000000,1883.230000000,"999915.139803",555,"533.2615837499332"
"2025-03-17 07:30:00",1882.140000000,1884.170000000,1881.720000000,1884.270000000,"38315.890973",35,"20.3509"
"2025-03-17 09:30:00",1898.530000000,1897.480000000,1897.480000000,1899.300000000,"3849.463768",4,"2.0276"
"2025-03-17 11:00:00",1908.240000000,1908.610000000,1907.870000000,1915.100000000,"486589.50400128",433,"254.71208800906888"
"2025-03-17 12:00:00",1909.570000000,1909.220000000,1906.460000000,1912.820000000,"214278.02256896",178,"112.29068835944092"
"2025-03-17 12:30:00",1905.590000000,1905.390000000,1904.540000000,1907.950000000,"192304.03151467",164,"100.89285894543605"
"2025-03-17 13:30:00",1902.710000000,1899.150000000,1898.900000000,1903.560000000,"157288.738993",103,"82.75965933795455"
"2025-03-17 19:30:00",1914.690000000,1913.090000000,1913.090000000,1914.980000000,"67934.44046174",39,"35.493106155019895"
"2025-03-17 20:30:00",1909.300000000,1922.160000000,1908.330000000,1940.060000000,"1070247.336139",1228,"555.7364613353725"
"2025-03-17 22:00:00",1897.540000000,1894.490000000,1894.490000000,1898.840000000,"97630.943029",63,"51.4532"
"2025-03-17 23:30:00",1911.620000000,1911.760000000,1907.710000000,1914.530000000,"371458.5587243",198,"194.3397251644147"
"2025-03-18 00:00:00",1918.700000000,1920.540000000,1916.330000000,1924.900000000,"1179520.65239402",480,"614.5603514446184"
"2025-03-18 00:30:00",1916.410000000,1916.800000000,1916.410000000,1917.310000000,"483.025707",7,"0.25199615711595935"
"2025-03-18 01:00:00",1913.860000000,1923.600000000,1912.550000000,1924.550000000,"879091.12333107",292,"458.05073114113384"
"2025-03-18 01:30:00",1922.400000000,1930.190000000,1922.400000000,1933.620000000,"1851140.196345",546,"959.5861385411645"
"2025-03-18 02:00:00",1930.210000000,1938.760000000,1930.000000000,1941.880000000,"998615.457445185",531,"516.1675742690168"
"2025-03-18 02:30:00",1939.990000000,1949.000000000,1939.990000000,1950.060000000,"816037.370158",540,"419.19957625631963"
"2025-03-18 03:00:00",1948.870000000,1946.240000000,1943.010000000,1951.820000000,"1615824.85916815",457,"829.6301615114578"
"2025-03-18 03:30:00",1943.660000000,1941.220000000,1940.680000000,1948.930000000,"642275.97343747",313,"330.38508859757405"
"2025-03-18 04:00:00",1941.900000000,1933.810000000,1933.810000000,1941.900000000,"884403.70215629",291,"456.4468932487697"
"2025-03-18 04:30:00",1935.660000000,1939.110000000,1931.140000000,1939.110000000,"595595.22561614",219,"307.9996773072217"
"2025-03-18 05:00:00",1935.010000000,1937.850000000,1933.490000000,1938.350000000,"198074.436815",108,"102.3495178783651"
"2025-03-18 05:30:00",1938.290000000,1943.570000000,1936.820000000,1944.590000000,"462980.66769235",352,"238.4878947325805"
"2025-03-18 06:00:00",1940.850000000,1937.570000000,1936.150000000,1942.310000000,"448094.39759115",367,"231.0927708072203"
"2025-03-18 06:30:00",1938.350000000,1935.000000000,1935.000000000,1939.150000000,"218732.445013",90,"112.88898614522776"
"2025-03-18 07:00:00",1932.180000000,1929.590000000,1927.410000000,1932.180000000,"354370.463324",202,"183.69935878687318"
"2025-03-18 07:30:00",1923.840000000,1930.100000000,1922.090000000,1931.010000000,"291831.885039",241,"151.53142902775343"
"2025-03-18 08:00:00",1926.520000000,1929.190000000,1924.140000000,1929.980000000,"354943.418146",225,"184.24471336365474"
"2025-03-18 08:30:00",1923.690000000,1921.730000000,1921.470000000,1926.580000000,"120860.55273033",142,"62.825485465102844"
"2025-03-18 09:00:00",1922.880000000,1912.620000000,1910.940000000,1923.880000000,"475893.637929",360,"248.22144323141197"
"2025-03-18 09:30:00",1911.200000000,1905.320000000,1902.010000000,1911.200000000,"713528.89460046",454,"374.29758450642106"
"2025-03-18 10:00:00",1903.520000000,1910.020000000,1903.420000000,1914.330000000,"345759.327174",306,"181.12297187116621"
"2025-03-18 10:30:00",1913.940000000,1912.970000000,1911.640000000,1918.000000000,"622957.919418",231,"325.00698598834015"
"2025-03-18 11:00:00",1911.140000000,1907.500000000,1902.840000000,1911.140000000,"269115.767973",230,"141.21886472056693"
"2025-03-18 11:30:00",1901.690000000,1901.420000000,1897.530000000,1906.160000000,"336590.744215",289,"177.11517976063425"
"2025-03-18 12:00:00",1901.000000000,1906.000000000,1899.630000000,1908.010000000,"246297.307084",151,"129.36514832939127"
"2025-03-18 12:30:00",1905.370000000,1901.570000000,1901.030000000,1906.190000000,"769247.86744331",250,"404.0379993508289"
"2025-03-18 13:00:00",1904.280000000,1905.120000000,1904.280000000,1908.900000000,"105363.1295606",107,"55.27086460325366"
"2025-03-18 13:30:00",1907.270000000,1906.550000000,1905.210000000,1910.320000000,"403685.099814",192,"211.6474"
"2025-03-18 14:00:00",1906.940000000,1895.820000000,1893.920000000,1907.490000000,"1503480.47197213",386,"790.1988056710445"
"2025-03-18 14:30:00",1898.960000000,1899.750000000,1894.270000000,1901.460000000,"469554.750041",277,"247.23668865523686"
"2025-03-18 15:00:00",1898.120000000,1907.390000000,1897.490000000,1909.900000000,"496962.69940551",343,"260.97465741766604"
"2025-03-18 15:30:00",1907.420000000,1904.280000000,1901.740000000,1908.980000000,"269017.30364153",191,"141.23215316927852"
"2025-03-18 16:00:00",1904.690000000,1905.470000000,1901.660000000,1907.590000000,"305650.22718239",154,"160.56772087727285"
"2025-03-18 16:30:00",1909.070000000,1908.810000000,1906.280000000,1912.860000000,"467712.06546344",309,"245.09546893215628"
"2025-03-18 17:00:00",1908.290000000,1905.670000000,1905.670000000,1911.030000000,"411995.460835",215,"215.9147536900461"
"2025-03-18 17:30:00",1905.070000000,1903.410000000,1903.410000000,1911.970000000,"641665.5955723",331,"336.16691211239606"
"2025-03-18 18:00:00",1901.890000000,1897.730000000,1897.310000000,1902.730000000,"229040.593717",139,"120.51024947277678"
"2025-03-18 18:30:00",1891.820000000,1894.340000000,1889.220000000,1898.080000000,"1217605.86315243",346,"642.9598314917492"
"2025-03-18 19:00:00",1895.830000000,1896.540000000,1891.570000000,1898.730000000,"390705.49155949",183,"206.08770994282418"
"2025-03-18 19:30:00",1893.550000000,1893.090000000,1889.020000000,1894.950000000,"404795.11933349",273,"213.88939259337482"
"2025-03-18 20:00:00",1892.140000000,1897.570000000,1889.660000000,1900.760000000,"554766.77065624",337,"292.7180269122856"
"2025-03-18 20:30:00",1896.590000000,1895.970000000,1892.840000000,1899.630000000,"484200.39681465",233,"255.2370779411401"
"2025-03-18 21:00:00",1895.690000000,1898.800000000,1894.090000000,1901.580000000,"550465.830989",254,"290.2441408993775"
"2025-03-18 21:30:00",1900.380000000,1878.170000000,1872.450000000,1903.540000000,"2663481.92987958",1489,"1413.9479672796303"
"2025-03-18 22:00:00",1878.290000000,1888.870000000,1875.000000000,1888.870000000,"1298454.09608845",645,"689.7100249907355"
"2025-03-18 22:30:00",1889.010000000,1892.000000000,1885.710000000,1897.260000000,"898393.75311855",592,"474.94062168753334"
"2025-03-18 23:00:00",1894.850000000,1894.770000000,1886.190000000,1895.100000000,"434242.81915328",438,"229.80248513090615"
"2025-03-18 23:30:00",1893.210000000,1883.510000000,1883.260000000,1897.360000000,"983266.773141",366,"520.1710155299488"
"2025-03-19 00:00:00",1880.380000000,1882.070000000,1879.800000000,1886.470000000,"513630.30680715",299,"272.72460281762005"
"2025-03-19 00:30:00",1889.440000000,1879.080000000,1876.340000000,1891.640000000,"423160.18521315",341,"224.5749835105674"
"2025-03-19 01:00:00",1888.040000000,1885.060000000,1880.410000000,1889.400000000,"323305.699351",218,"171.45983064803235"
"2025-03-19 01:30:00",1879.070000000,1880.600000000,1875.000000000,1885.360000000,"1405258.93256266",331,"746.119379776546"
"2025-03-19 02:00:00",1877.410000000,1882.610000000,1873.740000000,1882.610000000,"311658.397007",257,"165.89985264370893"
"2025-03-19 02:30:00",1877.000000000,1890.680000000,1873.770000000,1890.680000000,"490488.66948497",343,"260.6236157228256"
"2025-03-19 03:00:00",1889.660000000,1894.090000000,1888.340000000,1895.640000000,"196831.278873",201,"104.04098957816494"
"2025-03-19 03:30:00",1893.110000000,1905.320000000,1892.940000000,1908.460000000,"811237.95661528",481,"426.6979864621527"
"2025-03-19 04:00:00",1905.260000000,1900.880000000,1900.450000000,1910.600000000,"561520.65103539",281,"294.46912223223273"
"2025-03-19 04:30:00",1901.000000000,1900.910000000,1898.480000000,1902.590000000,"69846.00394604",85,"36.7480765449068"
"2025-03-19 05:00:00",1906.510000000,1912.330000000,1906.500000000,1914.500000000,"393382.73761268",325,"205.7406491260522"
"2025-03-19 05:30:00",1911.940000000,1909.890000000,1908.070000000,1912.150000000,"628094.4619835",267,"328.8249589319519"
"2025-03-19 06:00:00",1910.730000000,1911.720000000,1908.640000000,1917.710000000,"648979.38000195",478,"339.3209804403648"
"2025-03-19 06:30:00",1912.150000000,1916.840000000,1911.380000000,1917.620000000,"352244.20622693",188,"184.1461123538411"
"2025-03-19 07:00:00",1918.120000000,1928.040000000,1918.120000000,1929.150000000,"333038.748823",383,"173.16022112223408"
"2025-03-19 07:30:00",1934.090000000,1930.510000000,1927.850000000,1935.910000000,"645535.90964635",364,"334.1398493678128"
"2025-03-19 08:00:00",1931.490000000,1933.860000000,1929.910000000,1935.320000000,"212956.022570998",184,"110.18504655454753"
"2025-03-19 08:30:00",1938.990000000,1947.760000000,1938.830000000,1947.930000000,"1154177.61982891",507,"593.8347801086668"
"2025-03-19 09:00:00",1946.000000000,1940.130000000,1937.310000000,1946.820000000,"757421.14749175",272,"390.1219651636374"
"2025-03-19 09:30:00",1937.910000000,1930.810000000,1930.810000000,1942.260000000,"1344913.67945917",440,"693.9251048713621"
"2025-03-19 10:00:00",1931.050000000,1932.420000000,1927.480000000,1934.520000000,"919755.75788",340,"476.4377"
"2025-03-19 10:30:00",1929.490000000,1928.780000000,1927.500000000,1932.570000000,"167441.598197",127,"86.77180763286425"
"2025-03-19 11:00:00",1933.700000000,1936.650000000,1933.000000000,1936.750000000,"195130.4679966",138,"100.80179765484695"
"2025-03-19 11:30:00",1931.440000000,1933.000000000,1931.310000000,1936.210000000,"493786.69313193",193,"255.312994019359"
"2025-03-19 12:00:00",1937.800000000,1936.390000000,1933.430000000,1939.780000000,"766359.72898717",272,"395.5283569682801"
"2025-03-19 12:30:00",1930.630000000,1933.960000000,1930.510000000,1934.220000000,"451052.076515",245,"233.43244959306443"
"2025-03-19 13:00:00",1933.150000000,1935.220000000,1931.720000000,1935.990000000,"229297.61185983",221,"118.59431916541608"
"2025-03-19 13:30:00",1935.560000000,1939.470000000,1934.380000000,1939.470000000,"153361.358246",245,"79.13234807324987"
"2025-03-19 14:00:00",1939.120000000,1938.580000000,1936.760000000,1942.710000000,"357834.63314809",365,"184.4451649509933"
"2025-03-19 14:30:00",1935.100000000,1936.170000000,1933.970000000,1937.180000000,"648275.03857853",497,"334.9745421033719"
"2025-03-19 15:00:00",1938.620000000,1937.430000000,1934.140000000,1938.620000000,"607627.64834687",406,"313.81065198805476"
"2025-03-19 15:30:00",1938.490000000,1934.250000000,1930.920000000,1939.010000000,"349831.806773",478,"180.96760827783973"
"2025-03-19 16:00:00",1931.720000000,1935.120000000,1931.140000000,1937.760000000,"364374.94462435",471,"188.28481441342598"
"2025-03-19 16:30:00",1938.750000000,1941.800000000,1937.820000000,1943.990000000,"1294136.3912553",787,"666.7620108166041"
"2025-03-19 17:00:00",1940.140000000,1939.540000000,1937.990000000,1942.880000000,"1126219.90397277",343,"580.641705385874"
"2025-03-19 17:30:00",1941.600000000,1942.270000000,1938.980000000,1946.100000000,"802179.3117065",406,"413.1042437380398"
"2025-03-19 18:00:00",1943.360000000,1944.580000000,1942.410000000,1947.320000000,"1023841.690624782",476,"526.7139338983391"
"2025-03-19 18:30:00",1946.540000000,1976.870000000,1946.540000000,1990.040000000,"6982244.48389586",3951,"3544.009450882914"
"2025-03-19 19:00:00",1973.150000000,2015.210000000,1973.150000000,2019.360000000,"6874898.003036015",3754,"3439.202613092406"
"2025-03-19 19:30:00",2015.490000000,2028.910000000,2011.050000000,2033.300000000,"6217777.34292182",3055,"3071.4380283855335"
"2025-03-19 20:00:00",2027.430000000,2009.090000000,2009.090000000,2029.050000000,"1600878.66594589",920,"793.1717362807423"
"2025-03-19 21:30:00",2010.650000000,2018.750000000,2005.660000000,2019.340000000,"1569664.18310592",665,"780.2989151563322"
"2025-03-19 22:30:00",2023.220000000,2028.870000000,2018.870000000,2033.090000000,"1175415.8251881166",488,"580.0987342923654"
"2025-03-20 00:00:00",2049.490000000,2038.900000000,2036.390000000,2049.780000000,"966091.34556784",426,"473.4374218003864"
"2025-03-20 00:30:00",2040.750000000,2045.100000000,2036.330000000,2045.930000000,"648238.650227",392,"317.866"
"2025-03-20 01:00:00",2047.410000000,2046.700000000,2041.110000000,2048.540000000,"640608.02388082",419,"313.217234267996"
"2025-03-20 01:30:00",2038.920000000,2021.570000000,2015.000000000,2038.920000000,"3259954.20884901",1525,"1609.5781410928355"
"2025-03-20 02:00:00",2027.160000000,2024.160000000,1996.670000000,2064.230000000,"6406910.46028342",6023,"3146.0407580975466"
"2025-03-20 02:30:00",2019.100000000,2037.120000000,2018.530000000,2037.860000000,"725058.0273191",416,"357.7234968867504"
"2025-03-20 03:00:00",2045.990000000,2028.050000000,2026.950000000,2052.320000000,"1278807.05334349",860,"626.4084084058097"
"2025-03-20 03:30:00",2023.830000000,2027.670000000,2022.350000000,2034.420000000,"989315.57003566",603,"487.68439778502096"
"2025-03-20 04:00:00",2030.930000000,2039.040000000,2029.810000000,2040.810000000,"433306.79349837",249,"212.8505273103101"
"2025-03-20 04:30:00",2042.290000000,2033.580000000,2033.380000000,2042.900000000,"352798.39661335",157,"172.90181840611532"
"2025-03-20 05:00:00",2033.950000000,2044.130000000,2033.950000000,2044.130000000,"425974.21613132",216,"208.66734602586416"
"2025-03-20 05:30:00",2040.520000000,2039.380000000,2036.060000000,2044.780000000,"1007764.9308781",332,"494.13303381205066"
"2025-03-20 06:00:00",2040.960000000,2038.810000000,2037.600000000,2043.610000000,"635820.625624",241,"311.8802"
"2025-03-20 06:30:00",2037.950000000,2051.770000000,2037.950000000,2057.430000000,"719737.63759722",480,"350.8129489969566"
"2025-03-20 07:00:00",2049.710000000,2042.610000000,2042.260000000,2052.310000000,"448419.21169881",269,"218.94456455626042"
"2025-03-20 07:30:00",2050.070000000,2057.390000000,2048.380000000,2069.690000000,"1898750.45130793",1046,"921.7345861657334"
"2025-03-20 08:00:00",2056.190000000,2061.680000000,2053.970000000,2067.540000000,"1203762.463739",593,"584.1162424203544"
"2025-03-20 08:30:00",2047.640000000,2033.280000000,2032.430000000,2048.430000000,"480757.590568",421,"235.79899963088917"
"2025-03-20 09:00:00",2032.910000000,2039.600000000,2029.670000000,2041.610000000,"530313.22733823",265,"260.66101169017753"
"2025-03-20 09:30:00",2031.750000000,2024.040000000,2022.460000000,2031.750000000,"644485.79522858",279,"318.022083591284"
"2025-03-20 10:00:00",2026.880000000,2023.860000000,2023.390000000,2032.320000000,"585574.97829749",308,"288.7073134816142"
